DAY, MEAN  TEMP,HIGH,TIME,LOW,TIME, HEAT DEG DAYS,COOL  DEG DAYS,RAIN,AVG WIIND SPEED,HIGH,TIME,DOM DIR
24/11/2019,16.6,16.6,23:50,16.4,23:20,0.1,0,0.2,13.8,29,23:20,NNE
25/11/2019,15.7,19,04:00,12.1,05:20,2.7,0.1,24,6.3,61.2,04:50,SW
26/11/2019,15.1,18.1,11:30,11.6,22:50,3.3,0,0,5.6,24.1,15:20,NNE
27/11/2019,14.5,18.9,14:10,10.2,04:10,3.9,0.1,0,3.1,19.3,12:20,W
28/11/2019,17.2,21.2,14:40,11.6,07:30,2,0.9,0,6,32.2,20:10,SSW
29/11/2019,19.5,21.7,13:50,17.9,23:40,0,1.2,0,11.7,40.2,04:20,W
30/11/2019,18.1,20.5,12:40,15.8,00:00,0.6,0.3,0,7.6,30.6,11:20,WNW
01/12/2019,13.4,16.9,12:40,10.6,23:20,4.9,0,0,10.1,40.2,12:10,N
02/12/2019,12.1,15.9,12:40,10,21:50,6.2,0,0,6.3,25.7,03:50,N
03/12/2019,13.6,18.7,13:40,9.1,05:40,4.8,0,0,2.3,17.7,12:30,SW
04/12/2019,12.4,14.4,05:00,11.1,14:50,5.9,0,0.2,13.2,53.1,12:10,N
05/12/2019,11.4,13.8,10:50,9.9,00:00,6.9,0,0,10.8,37,01:30,N
06/12/2019,11.6,15.8,14:10,7.8,03:50,6.7,0,0,4.5,22.5,11:20,N
07/12/2019,14.7,18.6,14:40,11.3,07:10,3.7,0,0,4.2,24.1,22:50,NNE
08/12/2019,14.4,19.6,14:10,10.3,00:00,4,0.1,0,5.1,30.6,14:10,N
09/12/2019,13.2,17.3,13:10,8.7,07:00,5.1,0,0,4.2,19.3,14:10,N
10/12/2019,13.3,15.6,10:30,12.3,21:10,5,0,48.2,8.5,43.5,21:00,NNE
11/12/2019,13.4,17.3,13:10,10.5,07:40,4.9,0,10.8,5.6,32.2,13:10,N
12/12/2019,11.7,14.1,13:40,9.4,22:50,6.7,0,0.2,8,30.6,09:30,N
13/12/2019,12.9,15.8,14:10,9.2,03:30,5.4,0,10,6.4,32.2,18:50,SW
14/12/2019,14.2,16.5,06:00,10.4,00:00,4.2,0,10.6,12.1,56.3,11:10,SSE
15/12/2019,13.7,19.7,14:10,9.6,01:30,4.7,0.1,0.2,2.7,19.3,10:30,N
16/12/2019,13.6,18.2,13:40,9.7,05:30,4.7,0,0.4,2.1,16.1,13:00,SW
17/12/2019,13.9,18.6,13:50,10.4,05:50,4.4,0,0.4,2.7,17.7,11:00,WSW
18/12/2019,13.1,17.6,15:40,9.6,07:30,5.3,0,0.4,1.8,16.1,12:20,WSW
19/12/2019,14.7,18.8,13:20,10.6,06:20,3.7,0,0.2,2.3,19.3,13:50,NNE
20/12/2019,17.2,19.7,12:50,14,00:50,1.3,0.2,0,8.5,35.4,14:00,SSW
21/12/2019,15.9,19.1,14:00,11.1,05:10,2.4,0.1,0,6.9,61.2,22:30,SW
22/12/2019,17.5,19.2,11:30,12.9,22:50,0.9,0.1,4.2,15.1,61.2,19:10,S
23/12/2019,15.2,18,11:30,11.9,00:40,3.1,0,0,11.1,49.9,02:50,SW
24/12/2019,13.1,15.9,12:40,9,00:00,5.3,0,0,7.2,41.8,14:20,WNW
25/12/2019,11.5,14.3,14:00,8.1,00:40,6.8,0,0,9.3,45.1,15:50,WNW
26/12/2019,11.2,14.2,13:00,8.4,23:30,7.1,0,0,10,46.7,19:10,WNW
27/12/2019,10.2,13.9,12:10,6.2,01:00,8.1,0,0,4.8,22.5,06:40,N
28/12/2019,9.1,11.9,13:00,6.7,23:40,9.3,0,0,7.7,46.7,23:50,N
29/12/2019,6.8,8.8,11:20,5.2,02:30,11.6,0,10.6,17.2,59.5,06:50,N
30/12/2019,5.6,7.6,05:00,2.7,12:00,12.8,0,17.2,20.9,57.9,15:20,WNW
31/12/2019,6.2,9.4,16:30,3.2,23:40,11.9,0,0,12.1,54.7,04:00,W
