"","Taxonomic_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Sig","lab","xvals","yvals","Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"10744","10744",6.59576977399779,-0.262070325060725,0.870100008015504,-0.389225537117327,0.697109314101959,0.999599735494037,"NS",NA,-0.262070325060725,0.697109314101959,"Viruses",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,NA
"12058","12058",0.111830406574786,0.117171892009819,0.690959272828145,0.16932579274968,0.865540389217938,0.999599735494037,"NS",NA,0.117171892009819,0.865540389217938,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae",NA,NA
"16733","16733",5.93731614366612,0.315254499850922,0.837918282484738,0.362337853088638,0.717099574528644,0.999599735494037,"NS",NA,0.315254499850922,0.717099574528644,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Austrobaileyales","Schisandraceae",NA,NA
"21910","21910",8.4596356606779,0.21895850217242,0.855803726784615,0.224799713822051,0.822135088717253,0.999599735494037,"NS",NA,0.21895850217242,0.822135088717253,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Verbenaceae",NA,NA
"22097","22097",3.46942952190999,-0.138691762874684,0.847423585671955,-0.140356688341052,0.88837817673046,0.999599735494037,"NS",NA,-0.138691762874684,0.88837817673046,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Amborellales","Amborellaceae",NA,NA
"22973","22973",0.682858469371624,-0.149930378839729,0.726070067518051,-0.246867576373205,0.805010710111995,0.999599735494037,"NS",NA,-0.149930378839729,0.805010710111995,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Chrysobalanaceae",NA,NA
"23513","23513",74.2768431409702,0.480441718782802,0.661671435804259,0.717252010239173,0.473218612553953,0.999599735494037,"NS",NA,0.480441718782802,0.473218612553953,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Rutaceae",NA,NA
"23672","23672",6.02283748354839,0.43251965276068,0.851838353992335,0.45648705346802,0.648039778548319,0.999599735494037,"NS",NA,0.43251965276068,0.648039778548319,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Sapindaceae",NA,NA
"24079","24079",45.7968946215027,-0.306487847862927,0.844999045853218,-0.330492952003248,0.741027517227531,0.999599735494037,"NS",NA,-0.306487847862927,0.741027517227531,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Bignoniaceae",NA,NA
"25673","25673",3.64469905156645,0.776595681465922,0.864867357513862,0.970780563813229,0.331657563249719,0.999599735494037,"NS",NA,0.776595681465922,0.331657563249719,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Santalales","Balanophoraceae",NA,NA
"26122","26122",7.30367418345522,-0.297895602799013,0.840077490475693,-0.451467189678465,0.651652867241139,0.999599735494037,"NS",NA,-0.297895602799013,0.651652867241139,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Gesneriaceae",NA,NA
"26339","26339",1.21978926290528,-0.196341214795571,0.827251962187511,-0.268579088121227,0.788253606442489,0.999599735494037,"NS",NA,-0.196341214795571,0.788253606442489,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Iridaceae",NA,NA
"27065","27065",4.66850898414453,-0.00854679798678726,0.851134674251932,-0.00274252468826608,0.997811784636701,0.999599735494037,"NS",NA,-0.00854679798678726,0.997811784636701,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Theaceae",NA,NA
"27319","27319",0.456026533928842,0.168928010283009,0.698964742580867,0.330186577170478,0.741258988496998,0.999599735494037,"NS",NA,0.168928010283009,0.741258988496998,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae",NA,NA
"27482","27482",18.706410899149,2.01214992237364,0.764224572281518,2.67638685104988,0.00744206897880762,0.999599735494037,"FC",NA,2.01214992237364,0.00744206897880762,"Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae",NA,NA
"28056","28056",0.456777602019781,0.073669236534987,0.696836953171139,0.0277955974815447,0.977825177308352,0.999599735494037,"NS",NA,0.073669236534987,0.977825177308352,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"28256","28256",14.5108564145861,0.368696099850531,0.776528228686245,0.474034036176036,0.63547563612034,0.999599735494037,"NS",NA,0.368696099850531,0.63547563612034,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA,NA
"28556","28556",37.2907995123583,0.386576822298639,0.696225066648162,0.544341628691125,0.586206405477432,0.999599735494037,"NS",NA,0.386576822298639,0.586206405477432,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae",NA,NA
"28843","28843",76.1001082337337,-0.520812782659202,0.828005741497239,-0.472298430071069,0.636713790788423,0.999599735494037,"NS",NA,-0.520812782659202,0.636713790788423,"Eukaryota","Metazoa","Platyhelminthes","Cestoda","Diphyllobothriidea","Diphyllobothriidae",NA,NA
"29217","29217",0.111830406574786,0.117171892009819,0.690959272828145,0.16932579274968,0.865540389217938,0.999599735494037,"NS",NA,0.117171892009819,0.865540389217938,"Eukaryota",NA,"Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae",NA,NA
"31245","31245",0.554020739697541,-0.0681582298675768,0.740814464952798,-0.0860925612948321,0.93139283689704,0.999599735494037,"NS",NA,-0.0681582298675768,0.93139283689704,"Eukaryota","Metazoa","Platyhelminthes","Trematoda","Strigeidida","Schistosomatidae",NA,NA
"31953","31953",24.8696749386759,0.725080532808189,0.750878284500086,1.05981910108537,0.289226905237559,0.999599735494037,"NS",NA,0.725080532808189,0.289226905237559,"Bacteria",NA,"Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae",NA,NA
"31957","31957",455.314177227757,-0.277268341706055,0.764145155758921,-0.510603706711746,0.609628579808376,0.999599735494037,"NS",NA,-0.277268341706055,0.609628579808376,"Bacteria",NA,"Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae",NA,NA
"31977","31977",15.3226182507197,-0.165672883433107,0.82860081981393,-0.338028725774488,0.735341540567294,0.999599735494037,"NS",NA,-0.165672883433107,0.735341540567294,"Bacteria",NA,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae",NA,NA
"31989","31989",3.59901324926446,0.322609855052018,0.849220963853957,0.376383845718633,0.706631553819995,0.999599735494037,"NS",NA,0.322609855052018,0.706631553819995,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"31993","31993",0.111830406574786,0.117171892009819,0.690959272828145,0.16932579274968,0.865540389217938,0.999599735494037,"NS",NA,0.117171892009819,0.865540389217938,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae",NA,NA
"32033","32033",95.4052231616685,-0.168198595117353,0.720582356300731,-0.188519508257421,0.850469424300486,0.999599735494037,"NS",NA,-0.168198595117353,0.850469424300486,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
"32262","32262",4.68164998603852,1.49036847895006,0.83935600451282,1.78671448626973,0.0739836465274494,0.999599735494037,"FC",NA,1.49036847895006,0.0739836465274494,"Eukaryota","Metazoa","Arthropoda","Arachnida","Trombidiformes","Tetranychidae",NA,NA
"33415","33415",4.5736018545998,-0.838686906527936,0.829099634196125,-1.05850577354784,0.289824919989454,0.999599735494037,"NS",NA,-0.838686906527936,0.289824919989454,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae",NA,NA
"33925","33925",5.07984401475623,-0.987619424094059,0.870481105509857,-1.10807843185656,0.267827944757926,0.999599735494037,"NS",NA,-0.987619424094059,0.267827944757926,"Bacteria",NA,"Tenericutes","Mollicutes","Entomoplasmatales","Entomoplasmataceae",NA,NA
"33958","33958",43720.5119885805,-0.401316152027039,0.721071623248199,-0.560815584401346,0.574923261529096,0.999599735494037,"NS",NA,-0.401316152027039,0.574923261529096,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA,NA
"34366","34366",0.250206735034098,0.125713606600053,0.694443966826636,0.160732930513597,0.872303751839393,0.999599735494037,"NS",NA,0.125713606600053,0.872303751839393,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycopsidaceae",NA,NA
"34636","34636",0.172473597722497,0.0030641296438657,0.692836479160821,-0.0179781989649597,0.985656245306616,0.999599735494037,"NS",NA,0.0030641296438657,0.985656245306616,"Eukaryota","Metazoa","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae",NA,NA
"34643","34643",2.65489155912646,-0.238857890886638,0.849759835104007,-0.387613773058909,0.698301874879343,0.999599735494037,"NS",NA,-0.238857890886638,0.698301874879343,"Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Theridiidae",NA,NA
"36668","36668",11.7484969392579,-1.01133375017329,0.77840648309932,-1.36509164607745,0.172224247358512,0.999599735494037,"FC",NA,-1.01133375017329,0.172224247358512,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae",NA,NA
"38749","38749",0.216624891631208,-0.0414478422385393,0.691951948472644,-0.0750364687700708,0.940185695788087,0.999599735494037,"NS",NA,-0.0414478422385393,0.940185695788087,"Eukaryota",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Phaeodactylaceae",NA,NA
"40552","40552",361.770419477657,-0.563606603112691,0.75593370864915,-0.806211643316622,0.420120826321445,0.999599735494037,"NS",NA,-0.563606603112691,0.420120826321445,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Asparagaceae",NA,NA
"41295","41295",0.366208823310228,-0.191956426123295,0.697163639157952,-0.298837333016145,0.765064164149767,0.999599735494037,"NS",NA,-0.191956426123295,0.765064164149767,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA
"41297","41297",80.7663033184935,0.107975991488672,0.803429821298684,-0.123769129223873,0.901498075143318,0.999599735494037,"NS",NA,0.107975991488672,0.901498075143318,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"41399","41399",10.9602199059991,0.221928521129593,0.770854547489046,0.305731617670471,0.759808997832116,0.999599735494037,"NS",NA,0.221928521129593,0.759808997832116,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Phrymaceae",NA,NA
"41773","41773",0.332362276648747,0.122281674421484,0.694310526984143,0.238055801004345,0.811837815014304,0.999599735494037,"NS",NA,0.122281674421484,0.811837815014304,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ranunculales","Berberidaceae",NA,NA
"41819","41819",0.609979737322951,0.293692004204311,0.750926981087064,0.526107561766926,0.598813475031089,0.999599735494037,"NS",NA,0.293692004204311,0.598813475031089,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Ceratopogonidae",NA,NA
"43873","43873",0.111830406574786,0.117171892009819,0.690959272828145,0.16932579274968,0.865540389217938,0.999599735494037,"NS",NA,0.117171892009819,0.865540389217938,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Zygophyllales","Zygophyllaceae",NA,NA
"44985","44985",0.223660813149573,0.181456931201478,0.693827975121808,0.19666692316327,0.844088196026869,0.999599735494037,"NS",NA,0.181456931201478,0.844088196026869,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Hyacinthaceae",NA,NA
"45053","45053",15.3924887702283,0.723191224874765,0.780463591576108,1.05066187614003,0.293413911483743,0.999599735494037,"NS",NA,0.723191224874765,0.293413911483743,"Eukaryota","Metazoa","Arthropoda","Insecta","Thysanoptera","Thripidae",NA,NA
"45349","45349",0.111830406574786,0.117171892009819,0.690959272828145,0.16932579274968,0.865540389217938,0.999599735494037,"NS",NA,0.117171892009819,0.865540389217938,"Eukaryota","Metazoa","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae",NA,NA
"49546","49546",18.9640376339865,-0.56810285348544,0.795649764413759,-0.804069233421277,0.421356991923237,0.999599735494037,"NS",NA,-0.56810285348544,0.421356991923237,"Bacteria",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA
"49662","49662",0.111830406574786,0.117171892009819,0.690959272828145,0.16932579274968,0.865540389217938,0.999599735494037,"NS",NA,0.117171892009819,0.865540389217938,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Pandanales","Stemonaceae",NA,NA
"50234","50234",1.03920671272622,0.430355952707253,0.809542090847563,0.662781099905,0.507470759989528,0.999599735494037,"NS",NA,0.430355952707253,0.507470759989528,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Alismatales","Butomaceae",NA,NA
"51377","51377",4.82656635530573,-0.0696445134076972,0.837366555349494,-0.0458799714042755,0.963405917868282,0.999599735494037,"NS",NA,-0.0696445134076972,0.963405917868282,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Cynomoriaceae",NA,NA
"61893","61893",0.111830406574786,0.117171892009819,0.690959272828145,0.16932579274968,0.865540389217938,0.999599735494037,"NS",NA,0.117171892009819,0.865540389217938,"Eukaryota","Metazoa","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae",NA,NA
"63083","63083",15.6193610767942,1.05700888001934,0.829703352093088,1.40751511260149,0.159274699150665,0.999599735494037,"FC",NA,1.05700888001934,0.159274699150665,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Tamaricaceae",NA,NA
"65355","65355",3.45703987044825,-0.534683309690401,0.859881465933656,-0.65852783706349,0.510199015710695,0.999599735494037,"NS",NA,-0.534683309690401,0.510199015710695,"Eukaryota",NA,NA,"Oomycota","Albuginales","Albuginaceae",NA,NA
"69277","69277",2.41602015208167,0.402778037311424,0.869678652605518,0.53367598352485,0.593565728014755,0.999599735494037,"NS",NA,0.402778037311424,0.593565728014755,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae",NA,NA
"69450","69450",131.381277397807,-0.776510341458261,0.739463381611499,-0.915750619997269,0.359797708413581,0.999599735494037,"NS",NA,-0.776510341458261,0.359797708413581,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Cistaceae",NA,NA
"72034","72034",1.29968970701656,0.0467169787742142,0.857837801397135,0.0498442934784136,0.960246469437581,0.999599735494037,"NS",NA,0.0467169787742142,0.960246469437581,"Eukaryota","Metazoa","Arthropoda","Hexanauplia","Siphonostomatoida","Caligidae",NA,NA
"72294","72294",1.87013482511606,-0.77010303677811,0.868769642192839,-0.92907771849922,0.352848810749953,0.999599735494037,"NS",NA,-0.77010303677811,0.352848810749953,"Bacteria",NA,"Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae",NA,NA
"75682","75682",26.2479397778148,-0.158141947641605,0.768486400702143,-0.110843019652715,0.911740830768037,0.999599735494037,"NS",NA,-0.158141947641605,0.911740830768037,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"75787","75787",0.905017146339319,0.0641732975276394,0.792327458534499,0.0661888344689713,0.947227486084592,0.999599735494037,"NS",NA,0.0641732975276394,0.947227486084592,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae",NA,NA
"76892","76892",11.1992326405013,-0.211909441167367,0.812693283636747,-0.28829076469207,0.77312417591692,0.999599735494037,"NS",NA,-0.211909441167367,0.77312417591692,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA
"77572","77572",0.250206735034098,0.125713606600053,0.694443966826636,0.160732930513597,0.872303751839393,0.999599735494037,"NS",NA,0.125713606600053,0.872303751839393,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Halictidae",NA,NA
"80864","80864",240.084607292392,-0.255172032898953,0.809214907977449,-0.880675158181485,0.378493666160242,0.999599735494037,"NS",NA,-0.255172032898953,0.378493666160242,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"81850","81850",355.845080842107,-0.00875550563373354,0.624078455419489,0.0016449612455092,0.998687511410999,0.999599735494037,"NS",NA,-0.00875550563373354,0.998687511410999,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae",NA,NA
"81852","81852",16.3458870848807,-0.43838622144202,0.739694000157842,-0.650204031683536,0.515560437162946,0.999599735494037,"NS",NA,-0.43838622144202,0.515560437162946,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Enterococcaceae",NA,NA
"83778","83778",0.172473597722497,0.0030641296438657,0.692836479160821,-0.0179781989649597,0.985656245306616,0.999599735494037,"NS",NA,0.0030641296438657,0.985656245306616,"Bacteria",NA,"Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae",NA,NA
"83869","83869",5.98538870486033,0.0918918158625057,0.863125412191346,0.0204782166217289,0.983661889050561,0.999599735494037,"NS",NA,0.0918918158625057,0.983661889050561,"Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Margarodidae",NA,NA
"84566","84566",1.83916122003027,-0.953969030047244,0.860251699572064,-1.23844584427659,0.215550790845695,0.999599735494037,"NS",NA,-0.953969030047244,0.215550790845695,"Bacteria",NA,"Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"84642","84642",5.86354044198682,-0.447268387986094,0.827328595388564,-0.611491972120419,0.540873931397873,0.999599735494037,"NS",NA,-0.447268387986094,0.540873931397873,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae",NA,NA
"85015","85015",1.49221723727965,0.159436664320325,0.839117379983454,0.0876413379322938,0.930161745651155,0.999599735494037,"NS",NA,0.159436664320325,0.930161745651155,"Bacteria",NA,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae",NA,NA
"85019","85019",1.65718358684286,0.647074390547348,0.857096265401202,0.828045569106538,0.407644693359124,0.999599735494037,"NS",NA,0.647074390547348,0.407644693359124,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae",NA,NA
"85020","85020",2.49807207279129,-0.171236521117471,0.870312956293765,-0.293590661559543,0.769070712468255,0.999599735494037,"NS",NA,-0.171236521117471,0.769070712468255,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae",NA,NA
"85023","85023",14.7662581922001,-0.269158549235426,0.755567158456328,-0.368998821951797,0.712128602857605,0.999599735494037,"NS",NA,-0.269158549235426,0.712128602857605,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA
"85030","85030",0.471005359938751,0.0871053718416595,0.697099491212644,0.16445923510001,0.869369635426644,0.999599735494037,"NS",NA,0.0871053718416595,0.869369635426644,"Bacteria",NA,"Actinobacteria","Actinobacteria","Geodermatophilales","Geodermatophilaceae",NA,NA
"89373","89373",1.07743727141586,-0.162119857224268,0.777745635052036,-0.0903882795260114,0.92797867015116,0.999599735494037,"NS",NA,-0.162119857224268,0.92797867015116,"Bacteria",NA,"Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae",NA,NA
"90964","90964",470.559697692045,-0.42946629064614,0.818247022256711,-0.490175137604449,0.624009972451026,0.999599735494037,"NS",NA,-0.42946629064614,0.624009972451026,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae",NA,NA
"91851","91851",1.4989860962139,-0.106363619391745,0.86590436918705,-0.134943818257186,0.892656294418468,0.999599735494037,"NS",NA,-0.106363619391745,0.892656294418468,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Nitrariaceae",NA,NA
"91896","91896",27.4960531127885,0.231493744528743,0.734354714327744,0.329452987685805,0.741813322650399,0.999599735494037,"NS",NA,0.231493744528743,0.741813322650399,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Orobanchaceae",NA,NA
"109261","109261",47.8898842802234,0.16449267533718,0.682160752018841,0.235814940534152,0.813576274200072,0.999599735494037,"NS",NA,0.16449267533718,0.813576274200072,"Eukaryota","Metazoa","Arthropoda","Arachnida","Mesostigmata","Varroidae",NA,NA
"110618","110618",2.40068215670732,-0.0112633553790646,0.86705934785552,-0.0106255280048501,0.991522214781118,0.999599735494037,"NS",NA,-0.0112633553790646,0.991522214781118,"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"118882","118882",1.77415118574025,1.25273026467067,0.862727554797164,1.59070267478231,0.111676504691555,0.999599735494037,"FC",NA,1.25273026467067,0.111676504691555,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae",NA,NA
"119045","119045",25.5035132458448,-0.104387481103312,0.85916765036824,-0.097839470053679,0.922059765149888,0.999599735494037,"NS",NA,-0.104387481103312,0.922059765149888,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae",NA,NA
"119060","119060",44.3517787171217,0.00923118847280184,0.810384926283701,0.0605751479326768,0.951697566245145,0.999599735494037,"NS",NA,0.00923118847280184,0.951697566245145,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA
"124286","124286",1.51214578035805,-0.0853452565681977,0.838402738259593,-0.118290051380961,0.905837839903531,0.999599735494037,"NS",NA,-0.0853452565681977,0.905837839903531,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Megachilidae",NA,NA
"135621","135621",1094.09658016709,-0.4914015125614,0.70368134061912,-0.706191518169365,0.480069044330221,0.999599735494037,"NS",NA,-0.4914015125614,0.480069044330221,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA
"183710","183710",1.47213723665583,0.531791076085448,0.768109615630961,0.713666895329371,0.475433181545025,0.999599735494037,"NS",NA,0.531791076085448,0.475433181545025,"Bacteria",NA,"Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae",NA,NA
"186534","186534",1.6728402313057,0.0686496583208275,0.812247162335136,-0.195021605521129,0.84537603360018,0.999599735494037,"NS",NA,0.0686496583208275,0.84537603360018,"Viruses","Pararnavirae","Artverviricota","Revtraviricetes","Ortervirales","Caulimoviridae",NA,NA
"186817","186817",334.164666516927,-0.509380741594359,0.867547435101684,-0.707665946229135,0.479152729576431,0.999599735494037,"NS",NA,-0.509380741594359,0.479152729576431,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"186818","186818",1.45763565475622,0.559197813993516,0.865841199339677,0.673851916242978,0.500405464559328,0.999599735494037,"NS",NA,0.559197813993516,0.500405464559328,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"186822","186822",2.73218306604907,-0.78310945221165,0.87049991477679,-0.948350038432096,0.342951284999249,0.999599735494037,"NS",NA,-0.78310945221165,0.342951284999249,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae",NA,NA
"186827","186827",1.34306691036078,0.383400530122677,0.851280339381332,0.466740104560858,0.640685832979815,0.999599735494037,"NS",NA,0.383400530122677,0.640685832979815,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA
"203492","203492",4.17491770898528,-0.31788837524256,0.862570974533205,-0.57655427322356,0.564240596603687,0.999599735494037,"NS",NA,-0.31788837524256,0.564240596603687,"Bacteria",NA,"Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae",NA,NA
"267888","267888",0.578177719979846,0.294984865500681,0.742027853798197,0.527053646957255,0.59815633464563,0.999599735494037,"NS",NA,0.294984865500681,0.59815633464563,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA,NA
"267890","267890",17.714113085331,0.438319850296764,0.824479418870805,0.565028697397945,0.572054245060017,0.999599735494037,"NS",NA,0.438319850296764,0.572054245060017,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae",NA,NA
"291294","291294",0.216624891631208,-0.0414478422385393,0.691951948472644,-0.0750364687700708,0.940185695788087,0.999599735494037,"NS",NA,-0.0414478422385393,0.940185695788087,"Eukaryota",NA,"Ciliophora","Oligohymenophorea","Hymenostomatida","Tetrahymenidae",NA,NA
"335928","335928",0.480445303430399,0.125708196578916,0.699686799716159,0.143476659813773,0.88591374329571,0.999599735494037,"NS",NA,0.125708196578916,0.88591374329571,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"340080","340080",0.216624891631208,-0.0414478422385393,0.691951948472644,-0.0750364687700708,0.940185695788087,0.999599735494037,"NS",NA,-0.0414478422385393,0.940185695788087,"Eukaryota",NA,"Ciliophora","Oligohymenophorea","Peniculida","Parameciidae",NA,NA
"431959","431959",0.862367988612487,0.0431806169608124,0.709900948436656,-0.0126807795736473,0.989882472913355,0.999599735494037,"NS",NA,0.0431806169608124,0.989882472913355,"Eukaryota","Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae",NA,NA
"499202","499202",0.111830406574786,0.117171892009819,0.690959272828145,0.16932579274968,0.865540389217938,0.999599735494037,"NS",NA,0.117171892009819,0.865540389217938,"Eukaryota","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Lichtheimiaceae",NA,NA
"541000","541000",0.670091470381378,0.573330133514671,0.722452100027354,0.850430412337796,0.395085833771335,0.999599735494037,"NS",NA,0.573330133514671,0.395085833771335,"Bacteria",NA,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"629714","629714",1.95907502938534,1.33016707517472,0.866934831265322,1.57668132452497,0.114868869662114,0.999599735494037,"FC",NA,1.33016707517472,0.114868869662114,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Hypericaceae",NA,NA
"742845","742845",172.903003380822,-0.488180097800759,0.796351981477943,-0.825443634483466,0.409119770804729,0.999599735494037,"NS",NA,-0.488180097800759,0.409119770804729,"Eukaryota","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae",NA,NA
"766764","766764",3.46768466417606,-0.630370888867892,0.851757759401952,-0.754954261576295,0.450276426345395,0.999599735494037,"NS",NA,-0.630370888867892,0.450276426345395,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae",NA,NA
"1003255","1003255",5.00978332574511,0.487452679579582,0.824427163128124,0.600699320737782,0.54804027155216,0.999599735494037,"NS",NA,0.487452679579582,0.54804027155216,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Santalales","Viscaceae",NA,NA
"1129771","1129771",1.42080004767238,0.547789384221363,0.865169061230337,0.670804334911673,0.502345185564502,0.999599735494037,"NS",NA,0.547789384221363,0.502345185564502,"Bacteria",NA,"Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA,NA
"1131492","1131492",11.6105371850976,0.929438794933029,0.797288959479943,1.18208791771569,0.237170817983387,0.999599735494037,"NS",NA,0.929438794933029,0.237170817983387,"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",NA,NA
