"","Taxonomic_ID","cluster","df$Taxonomic_ID","Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"8","3928",2,"3928","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Lythraceae",NA,NA
"23","3602",2,"3602","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Vitales","Vitaceae",NA,NA
"25","7135",2,"7135","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae",NA,NA
"28","21910",2,"21910","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Verbenaceae",NA,NA
"32","32033",2,"32033","Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
"36","4136",2,"4136","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae",NA,NA
