"","Taxonomic_ID","cluster","df$Taxonomic_ID","Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"7","22662",3,"22662","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Lythraceae","Punica",NA
"21","338",3,"338","Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas",NA
"23","7136",3,"7136","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Galleria",NA
"27","3603",3,"3603","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Vitales","Vitaceae","Vitis",NA
"29","46580",3,"46580","Eukaryota","Metazoa","Platyhelminthes","Cestoda","Diphyllobothriidea","Diphyllobothriidae","Spirometra",NA
"35","963",3,"963","Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",NA
