"","DirectSM_H4","DirectSM_H5","DirectSM_H6","DirectSM_H7","SM_H4","SM_H5","SM_H6","SM_H7"
"571",51.8996220309994,0,0,1.72654917895514,45.4866850061936,0.551436309043281,2.99307476299702,5.49077573391586
"573",16.4559777171461,0.937375560111837,2.99209303674918,0,48.0421167481146,1.10287261808656,5.38753457339463,0
"575",6.32922219890236,0,0,0,3.06651809030519,0.551436309043281,0,0
"582",21.519355476268,54.3677824864865,6.58260468084819,8.6327458947757,19.9323675869837,7.16867201756266,24.5432130565756,0
"614",7.59506663868283,0,0,1.72654917895514,3.57760443868939,2.20574523617312,2.39445981039762,0
"615",18.9876665967071,0,0,0,20.4434539353679,3.30861785425969,1.79584485779821,0
"618",1.26584443978047,0,0.598418607349836,0,1.53325904515259,0,0,0
"638",340.512154300947,42.1819002050326,251.335815086931,29.3513360422374,911.77804551741,44.1149047234625,174.196951206426,27.4538786695793
"680",1.26584443978047,0,0,0,0,0,0.598614952599404,0
"826",0,0,0,0,0,0,0,0
"853",1.26584443978047,0.937375560111837,1.79525582204951,0,0,0,0,0
"856",1.26584443978047,0,0,0,0,0,0,0
"907",0,0,0,0,0,0,0,0
"955",1.26584443978047,0,0,0,0.511086348384198,0,0,0
"1063",1.26584443978047,0,0,0,0,0,0,0
"1244",0,0.937375560111837,0,0,0,0,0,0
"1254",1.26584443978047,0,0,0,0,0,0,0
"1275",1.26584443978047,1.87475112022367,0,0,0,1.10287261808656,0,5.49077573391586
"1280",1.26584443978047,0.937375560111837,2.39367442939934,1.72654917895514,0,0.551436309043281,0.598614952599404,49.4169816052427
"1282",3.79753331934142,317.770314877913,29.9209303674918,15.5389426105963,1.53325904515259,50.1807041229386,4.19030466819583,252.575683760129
