"","Taxonomic_ID","DirectSM_H4","DirectSM_H5","DirectSM_H6","DirectSM_H7","SM_H4","SM_H5","SM_H6","SM_H7","Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"180","13687",30,24,1,3,13,1,3,7,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"181","13749",1,1,1,0,0,3,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium",NA
"182","13893",8,1,39,0,12,62,30,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Arecales","Arecaceae","Cocos",NA
"183","19151",3,13,2,3,0,3,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Eruca",NA
"184","20339",111,0,0,0,76,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Ceratonia",NA
"185","21880",21,1,34,7,14,0,20,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia",NA
"186","21896",1,0,1,2,0,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Teucrium",NA
"187","22662",3,0,58,146,1,0,142,52,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Lythraceae","Punica",NA
"188","22986",4,0,0,0,1,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Chrysobalanaceae","Licania",NA
"189","23166",3,10,1,8,0,7,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Eriobotrya",NA
"190","24961",48,0,2,0,56,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Castanospermum",NA
"191","27456",1,0,1,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Tephritidae","Bactrocera",NA
"192","28196",1,0,0,0,0,4,0,0,"Bacteria",NA,"Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter",NA
"193","28609",5,1,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Tephritidae","Rhagoletis",NA
"194","28641",1,0,1,2,1,1,3,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus",NA
"195","29465",3,57,2,0,1,20,0,11,"Bacteria",NA,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella",NA
"196","29487",1,0,0,0,0,1,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Photorhabdus",NA
"197","29580",1,0,0,0,0,0,0,4,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium",NA
"198","32008",14,16,1,8,9,1,4,7,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA
"199","32068",1,0,0,0,0,0,0,0,"Bacteria",NA,"Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sebaldella",NA
"200","32207",1,47,5,0,1,24,0,71,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",NA
"201","32263",13,6,9,2,5,1,1,0,"Eukaryota","Metazoa","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Tetranychus",NA
"202","32390",1,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Braconidae","Cotesia",NA
"203","33073",34,1,5,26,25,3,3,7,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Zymobacter",NA
"204","33194",1,0,1,0,0,0,0,4,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris",NA
"205","33882",1,1,1,0,1,0,1,4,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"206","33886",3,0,0,0,0,0,2,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter",NA
"207","33926",6,0,0,0,9,0,0,0,"Bacteria",NA,"Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Candidatus Phytoplasma",NA
"208","33981",1,0,0,0,1,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineococcus",NA
"209","33986",1,1,0,3,1,0,2,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales",NA,"Exiguobacterium",NA
"210","34037",10,1,3,0,2,0,12,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rahnella",NA
"211","35715",5,0,0,2,5,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Prosopis",NA
"212","36747",19,10,34,10,46,7,26,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Orobanchaceae","Orobanche",NA
"213","36910",1,1,0,0,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Clavispora",NA
"214","36913",1,0,0,0,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Lodderomyces",NA
"215","40323",33,6,38,15,19,4,97,45,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"216","41275",3,11,3,5,2,3,3,30,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"217","41820",1,0,1,2,0,1,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Ceratopogonidae","Culicoides",NA
"218","43668",4,0,0,0,3,0,1,7,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium",NA
"219","43850",15,0,7,3,6,0,9,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Anacardiaceae","Schinus",NA
"220","43860",18,4,19,3,18,14,18,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Anacardiaceae","Spondias",NA
"221","43877",1,1,2,0,2,1,0,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Nitrariaceae","Peganum",NA
"222","44249",1,1,0,2,1,1,15,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"223","45057",1,1,12,2,0,0,5,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Thysanoptera","Thripidae","Thrips",NA
"224","45059",18,4,13,3,8,0,20,15,"Eukaryota","Metazoa","Arthropoda","Insecta","Thysanoptera","Thripidae","Frankliniella",NA
"225","45324",36,0,5,2,28,1,4,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Bombax",NA
"226","45350",1,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","Nematostella",NA
"227","45669",5,0,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus",NA
"228","46036",6,1,4,0,3,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja",NA
"229","46238",1,0,0,0,5,1,0,0,"Bacteria",NA,"Tenericutes","Mollicutes","Entomoplasmatales","Entomoplasmataceae","Entomoplasma",NA
"230","46239",1,0,0,0,4,0,1,0,"Bacteria",NA,"Tenericutes","Mollicutes","Entomoplasmatales","Entomoplasmataceae","Mesoplasma",NA
"231","46255",3,1,5,0,8,4,4,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella",NA
"232","46352",1,0,0,0,0,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agrococcus",NA
"233","46366",9,0,1,0,4,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Apiales","Apiaceae","Bupleurum",NA
"234","46580",11,5,25,56,5,1,6,450,"Eukaryota","Metazoa","Platyhelminthes","Cestoda","Diphyllobothriidea","Diphyllobothriidae","Spirometra",NA
"235","47605",1,1,3,2,2,14,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Hibiscus",NA
"236","48219",3,0,1,0,0,0,3,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Arecales","Arecaceae","Washingtonia",NA
"237","49743",3,0,1,0,0,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Taraxacum",NA
"238","49800",135,0,1,0,82,0,1,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Cercis",NA
"239","50235",3,1,3,0,3,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Alismatales","Butomaceae","Butomus",NA
"240","50304",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Apiales","Araliaceae","Eleutherococcus",NA
"241","50451",1,1,1,0,1,0,1,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Arabis",NA
"242","51502",11,1,5,2,19,6,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Cynomoriaceae","Cynomorium",NA
"243","51538",1,0,0,0,1,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Braconidae","Microplitis",NA
"244","51952",3,1,9,0,3,28,14,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Arecales","Arecaceae","Elaeis",NA
"245","53246",1,1,0,2,0,1,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas",NA
"246","53335",1910,81,623,165,2526,297,2566,315,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA
"247","53387",10,0,0,0,3,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Friedmanniella",NA
"248","53922",34,1,3,0,27,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Senna",NA
"249","55193",6,553,44,39,12,144,11,333,"Eukaryota","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA
"250","55512",80,84,85,33,42,127,93,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Anacardiaceae","Pistacia",NA
"251","55968",1,0,0,0,0,0,0,4,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",NA
"252","56064",1,0,1,2,1,1,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Pongamia",NA
"253","56524",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Dittrichia",NA
"254","57493",6,2,0,0,1,2,0,4,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria",NA
"255","58859",81,0,5,0,70,1,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Tamarindus",NA
"256","58949",5,0,1,0,5,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Iridaceae","Crocus",NA
"257","59732",4,5,3,0,9,2,2,4,"Bacteria",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"258","59734",1,0,0,0,0,0,1,0,"Bacteria",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Empedobacter",NA
"259","60092",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Vinca",NA
"260","62624",34,59,52,52,63,30,69,22,"Eukaryota","Metazoa","Arthropoda","Arachnida","Mesostigmata","Varroidae","Varroa",NA
"261","63084",16,4,3,41,8,0,2,22,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Tamaricaceae","Tamarix",NA
"262","63350",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ranunculales","Berberidaceae","Epimedium",NA
"263","65356",8,1,0,3,9,4,2,4,"Eukaryota",NA,NA,"Oomycota","Albuginales","Albuginaceae","Albugo",NA
"264","66647",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Zygophyllales","Zygophyllaceae","Tribulus",NA
"265","68287",1,1,1,5,1,0,1,4,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA
"266","71245",1,0,0,0,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kazachstania",NA
"267","71655",4,0,0,0,2,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Brenneria",NA
"268","72171",21,0,0,2,29,3,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rhamnaceae","Ziziphus",NA
"269","72763",1,1,1,0,1,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Tessaracoccus",NA
"270","72766",3,0,0,0,5,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Formica",NA
"271","80764",4,0,3,2,1,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis",NA
"272","82038",3,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Hyacinthaceae","Prospero",NA
"273","82986",502,54,367,116,1176,251,1146,67,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Tatumella",NA
"274","83484",14,0,0,0,7,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Linepithema",NA
"275","83654",4,0,1,3,7,0,2,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Leclercia",NA
"276","84565",38011,10,28,11,39699,247,32,191,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Sodalis",NA
"277","88138",1,0,0,2,1,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Modestobacter",NA
"278","88270",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Chlorophyta","Picocystophyceae","Picocystales","Picocystaceae","Picocystis",NA
"279","89896",1,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Ascorhynchus",NA
"280","89966",30,0,0,3,18,1,2,0,"Bacteria",NA,"Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"281","91200",1,0,0,0,1,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Gastrodia",NA
"282","91914",4,0,0,0,8,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Asaia",NA
"283","93217",1,0,0,0,1,0,0,0,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea",NA
"284","93752",5,0,0,0,2,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Ceiba",NA
"285","94285",5,4,1,5,1,22,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Campanulaceae","Platycodon",NA
"286","98005",1,0,0,0,0,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Eutrema",NA
"287","99657",36,0,5,2,14,2,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Xanthoceras",NA
"288","106589",3,7,6,15,1,1,2,67,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus",NA
"289","111850",1,0,0,0,1,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Ammopiptanthus",NA
"290","111885",9,1,1,0,9,2,3,7,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Aphantopus",NA
"291","113604",1,0,1,0,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Tetrapisispora",NA
"292","115628",3,0,1,2,2,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Sesuvium",NA
"293","117248",35,24,103,20,118,17,87,4,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Habropoda",NA
"294","121480",25,0,3,2,16,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Gesneriaceae","Haberlea",NA
"295","122277",4,1,1,0,5,1,2,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Pectobacterium",NA
"296","122809",1,0,2,2,3,1,5,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Lythraceae","Lagerstroemia",NA
"297","125216",1,0,0,0,1,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas",NA
"298","126747",31,0,0,0,36,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Cynanchum",NA
"299","132116",4,0,0,0,4,0,2,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile",NA
"300","137301",16,1,1,0,4,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Styphnolobium",NA
"301","140034",139,0,0,0,185,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Bignoniaceae","Tecomaria",NA
"302","141608",1,0,1,0,0,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Rhazya",NA
"303","146937",1,0,0,0,0,0,2,0,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Azospira",NA
"304","148959",6,0,0,0,3,0,0,0,"Eukaryota","Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia",NA
"305","149698",11,0,0,0,4,0,2,4,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"306","154674",1,0,0,0,1,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Erycina",NA
"307","160674",21,1,0,3,13,1,1,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella",NA
"308","162291",5,0,0,0,2,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Planococcaceae","Planomicrobium",NA
"309","162638",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Acrocarpus",NA
"310","162790",13,1,1,0,14,0,3,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Haematoxylum",NA
"311","165695",1,97,1,0,1,9,3,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA
"312","165696",1,21,0,0,3,1,4,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"313","166331",8,0,0,0,7,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Onthophagus",NA
"314","170610",1,0,0,0,0,0,0,0,"Bacteria",NA,"Cyanobacteria",NA,"Synechococcales","Prochlorotrichaceae","Halomicronema",NA
"315","186650",1,0,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga",NA
"316","192258",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Genlisea",NA
"317","196082",1,0,0,0,0,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Parascardovia",NA
"318","216851",1,1,3,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA
"319","217164",1,0,2,2,0,1,1,4,"Eukaryota","Metazoa","Arthropoda","Hexanauplia","Siphonostomatoida","Caligidae","Caligus",NA
"320","220872",1,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Mollusca","Bivalvia","Arcoida","Arcidae","Tegillarca",NA
"321","260125",1,3,0,0,0,11,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Myrtaceae","Campomanesia",NA
"322","308865",1,0,0,0,0,4,0,0,"Bacteria",NA,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia",NA
"323","320496",15,0,0,0,10,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Neoasaia",NA
"324","323449",1,0,0,0,0,0,0,0,"Bacteria",NA,"Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter",NA
"325","337184",1,0,0,0,1,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Physochlaina",NA
"326","369248",13,0,1,2,21,1,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Vollenhovia",NA
"327","371959",43,0,0,0,23,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Margarodidae","Marchalina",NA
"328","407287",1,0,0,2,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Thysanoptera","Thripidae","Microcephalothrips",NA
"329","413496",3,1,0,0,1,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter",NA
"330","449632",14,0,0,0,10,0,0,4,"Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Theridiidae","Parasteatoda",NA
"331","468162",4,0,0,0,2,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Vachellia",NA
"332","507510",1,0,1,0,1,0,1,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Hyphopichia",NA
"333","553462",46,1,1,3,40,1,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Libidibia",NA
"334","558016",3,0,0,0,3,1,0,0,"Viruses",NA,NA,NA,NA,"Baculoviridae","Alphabaculovirus",NA
"335","559173",4,11,9,21,12,4,14,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Fructobacillus",NA
"336","568987",10,0,3,0,23,1,2,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Hamiltonella",NA
"337","604375",1,0,0,0,0,0,0,4,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Harpegnathos",NA
"338","670516",1,0,1,0,0,0,0,4,"Bacteria",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacteroides",NA
"339","680682",3,0,0,0,0,0,0,4,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Amyelois",NA
"340","688353",1,0,0,0,0,0,0,0,"Eukaryota","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Lichtheimiaceae","Lichtheimia",NA
"341","929812",6,0,0,0,4,2,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Gibbsiella",NA
"342","1003260",19,2,1,3,9,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Santalales","Balanophoraceae","Lophophytum",NA
"343","1079922",20,109,36,300,35,789,38,71,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter",NA
"344","1193503",20,194,58,224,47,2156,52,11,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella",NA
"345","1193515",4,207,15,31,19,260,47,37,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Snodgrassella",NA
"346","1223423",3,0,8,0,5,1,14,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Neokomagataea",NA
"347","1273155",1,0,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Chromatiales",NA,"Thiohalobacter",NA
"348","1285593",5,0,4,0,19,3,17,0,"Viruses",NA,NA,NA,NA,"Hytrosaviridae","Muscavirus",NA
"349","1291282",11,0,0,3,2,0,1,4,"Eukaryota","Metazoa","Arthropoda","Insecta","Thysanoptera","Thripidae","Pezothrips",NA
"350","1330545",3,0,0,0,5,0,2,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Lelliottia",NA
"351","1330547",9,0,18,0,12,1,97,7,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia",NA
"352","1335631",46,1151,131,319,121,7988,129,11,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Frischella",NA
"353","1356488",8,0,2,0,22,0,5,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Rosenbergiella",NA
"354","1502711",38,1,15,3,32,1,9,7,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Phrymaceae","Erythranthe",NA
"355","1602345",108,21,25,113,200,36,53,94,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Parasaccharibacter",NA
"356","1623283",1,0,3,0,0,0,1,0,"Viruses",NA,"Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Chivirus",NA
"357","1654741",78,31,33,139,101,48,63,105,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Bombella",NA
"358","1676142",1,0,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Chromatiales","Wenzhouxiangellaceae","Wenzhouxiangella",NA
"359","1742989",13,1,0,0,3,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter",NA
