"","Taxonomic_ID","cluster","df$Taxonomic_ID","Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"17","71139",3,"71139","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus grandis"
"27","543980",3,"543980","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Thymbra","Thymbra capitata"
"28","15368",3,"15368","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Brachypodium","Brachypodium distachyon"
