"","Taxonomic_ID","DirectSM_H4","DirectSM_H5","DirectSM_H6","DirectSM_H7","SM_H4","SM_H5","SM_H6","SM_H7","Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"183","118882",1,4,1,8,0,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae",NA,NA
"184","119045",75,14,7,2,22,0,2,82,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae",NA,NA
"185","119060",15,65,11,51,10,4,12,185,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA
"186","124286",4,0,0,2,3,0,2,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Megachilidae",NA,NA
"187","135621",2484,309,569,276,2262,190,2169,495,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA
"188","183710",1,11,0,0,0,0,0,0,"Bacteria",NA,"Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae",NA,NA
"189","186534",11,0,0,0,1,2,0,0,"Viruses","Pararnavirae","Artverviricota","Revtraviricetes","Ortervirales","Caulimoviridae",NA,NA
"190","186817",4,333,216,8,4,12,2096,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"191","186818",5,1,1,2,2,1,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"192","186822",1,2,0,2,1,2,14,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae",NA,NA
"193","186827",1,5,0,2,0,3,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA
"194","203492",1,17,1,0,3,3,1,8,"Bacteria",NA,"Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae",NA,NA
"195","267888",1,1,0,2,0,1,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA,NA
"196","267890",76,1,1,6,54,0,4,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae",NA,NA
"197","291294",1,0,0,0,0,1,0,0,"Eukaryota",NA,"Ciliophora","Oligohymenophorea","Hymenostomatida","Tetrahymenidae",NA,NA
"198","335928",1,2,0,0,1,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"199","340080",1,0,0,0,0,1,0,0,"Eukaryota",NA,"Ciliophora","Oligohymenophorea","Peniculida","Parameciidae",NA,NA
"200","431959",4,0,0,0,2,0,0,0,"Eukaryota","Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae",NA,NA
"201","499202",1,0,0,0,0,0,0,0,"Eukaryota","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Lichtheimiaceae",NA,NA
"202","541000",1,2,2,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"203","629714",2,3,7,2,0,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Hypericaceae",NA,NA
"204","742845",4,744,40,46,9,163,10,367,"Eukaryota","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae",NA,NA
"205","766764",2,1,1,4,1,5,2,12,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae",NA,NA
"206","1003255",5,6,3,11,6,3,5,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Santalales","Viscaceae",NA,NA
"207","1129771",1,5,1,2,0,3,0,0,"Bacteria",NA,"Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA,NA
"208","1131492",7,7,39,10,2,3,2,25,"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",NA,NA
"209","1240483",48,1851,185,660,133,11726,182,25,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae",NA,NA
"210","1285590",4,0,4,0,15,3,16,0,"Viruses",NA,NA,NA,NA,"Hytrosaviridae",NA,NA
"211","1570301",241,6,30,57,129,15,26,16,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae",NA,NA
"212","1676141",1,0,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Chromatiales","Wenzhouxiangellaceae",NA,NA
"213","1799696",2,1,1,0,1,0,0,0,"Eukaryota","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae",NA,NA
"214","1853232",23,0,0,4,16,2,2,0,"Bacteria",NA,"Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae",NA,NA
"215","1892254",1,0,0,0,0,0,1,0,"Bacteria",NA,"Cyanobacteria",NA,"Oscillatoriales","Oscillatoriaceae",NA,NA
"216","1903409",1917,256,1236,438,3058,675,4337,556,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae",NA,NA
"217","1903410",27757,17,27,72,30242,288,33,243,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae",NA,NA
"218","1903411",25328,256,322,518,30616,15170,732,515,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae",NA,NA
"219","1903412",4,3,0,2,8,0,5,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae",NA,NA
"220","1903414",271,110,302,44,926,85,276,21,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae",NA,NA
"221","2303730",1,0,0,0,0,0,0,0,"Bacteria",NA,"Cyanobacteria",NA,"Synechococcales","Prochlorotrichaceae",NA,NA
"222","2682562",1,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Chlorophyta","Picocystophyceae","Picocystales","Picocystaceae",NA,NA
"223","403",0,1,0,0,1,1,1,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae",NA,NA
"224","2049",0,31,7,0,2,13,0,33,"Bacteria",NA,"Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae",NA,NA
"225","2259",0,1,0,0,0,0,0,0,"Archaea",NA,"Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae",NA,NA
"226","3367",0,2,2,0,1,2,0,4,"Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Cupressales","Cupressaceae",NA,NA
"227","3474",0,2,1,6,0,3,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Ulmaceae",NA,NA
"228","3481",0,1,0,2,1,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Cannabaceae",NA,NA
"229","3615",0,3,1,4,0,11,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Polygonaceae",NA,NA
"230","3623",0,1,0,0,0,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Actinidiaceae",NA,NA
"231","4033",0,1,1,2,0,2,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Oxalidales","Oxalidaceae",NA,NA
"232","4180",0,3,1,0,0,0,2,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Pedaliaceae",NA,NA
"233","4206",0,2,1,0,0,2,0,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Dipsacales","Adoxaceae",NA,NA
"234","4401",0,1,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Proteales","Platanaceae",NA,NA
"235","4894",0,1,0,2,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae",NA,NA
"236","5268",0,2,0,2,0,0,2,8,"Eukaryota","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae",NA,NA
"237","6246",0,1,0,2,1,2,0,4,"Eukaryota","Metazoa","Nematoda","Chromadorea","Rhabditida","Strongyloididae",NA,NA
"238","6407",0,1,0,0,0,0,1,0,"Eukaryota","Metazoa","Annelida","Clitellata","Hirudinida","Glossiphoniidae",NA,NA
"239","6566",0,2,2,0,0,4,1,8,"Eukaryota","Metazoa","Mollusca","Bivalvia","Pectinoida","Pectinidae",NA,NA
"240","6939",0,1,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Arachnida","Ixodida","Ixodidae",NA,NA
"241","7036",0,1,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Aleyrodidae",NA,NA
"242","11632",0,2,0,0,0,0,0,0,"Viruses","Pararnavirae","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae",NA,NA
"243","16714",0,37,1,0,0,6,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Juglandaceae",NA,NA
"244","26958",0,22,0,0,0,2,0,4,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Resedaceae",NA,NA
"245","28983",0,1,1,2,0,0,1,0,"Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",NA,NA
"246","34353",0,1,0,0,0,1,2,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae",NA,NA
"247","34371",0,1,1,0,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae",NA,NA
"248","34397",0,1,0,2,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae",NA,NA
"249","35718",0,1,0,0,0,1,0,0,"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"250","41294",0,4,0,0,0,1,1,8,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae",NA,NA
"251","43219",0,1,1,0,0,0,1,0,"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA
"252","51383",0,1,1,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Asphodelaceae",NA,NA
"253","64898",0,2,0,0,0,0,0,0,"Bacteria",NA,"Aquificae","Aquificae","Aquificales","Aquificaceae",NA,NA
"254","70320",0,3,2,0,0,1,5,0,"Eukaryota","Metazoa","Arthropoda","Arachnida","Trombidiformes","Eriophyidae",NA,NA
"255","71598",0,1,0,0,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae",NA,NA
"256","82115",0,10,7,8,2,3,10,78,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA
"257","85021",0,1,0,2,0,0,0,8,"Bacteria",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
"258","85025",0,4,0,2,1,3,2,37,"Bacteria",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae",NA,NA
"259","85026",0,1,0,0,0,0,1,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Gordoniaceae",NA,NA
"260","85029",0,1,0,0,1,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae",NA,NA
"261","151340",0,2,1,0,0,3,0,0,"Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae",NA,NA
"262","156152",0,4,1,10,0,47,0,12,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Plantaginaceae",NA,NA
"263","171552",0,15,1,0,0,3,1,8,"Bacteria",NA,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA
"264","186803",0,5,5,0,4,0,0,0,"Bacteria",NA,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"265","186820",0,21,13,0,0,6,0,16,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Listeriaceae",NA,NA
"266","186823",0,1,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae",NA,NA
"267","186828",0,8,4,0,1,3,2,58,"Bacteria",NA,"Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae",NA,NA
"268","188786",0,3685,0,0,0,58,0,0,"Bacteria",NA,"Deinococcus-Thermus","Deinococci","Thermales","Thermaceae",NA,NA
"269","189779",0,1,0,0,0,0,0,0,"Bacteria",NA,"Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae",NA,NA
"270","206349",0,171,0,0,0,3,0,0,"Bacteria",NA,"Proteobacteria","Hydrogenophilalia","Hydrogenophilales","Hydrogenophilaceae",NA,NA
"271","227387",0,1,0,0,0,0,0,0,"Bacteria",NA,"Firmicutes","Clostridia","Thermoanaerobacterales","Thermodesulfobiaceae",NA,NA
"272","265582",0,1,0,0,0,0,0,0,"Eukaryota",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Stauroneidaceae",NA,NA
"273","292628",0,1,0,0,0,0,0,0,"Bacteria",NA,"Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA,NA
"274","335929",0,7,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae",NA,NA
"275","539000",0,4,0,0,0,1,0,0,"Bacteria",NA,"Firmicutes","Clostridia","Clostridiales","Clostridiales Family XVII. Incertae Sedis",NA,NA
"276","563843",0,1,0,0,0,0,0,0,"Bacteria",NA,"Bacteroidetes",NA,"Bacteroidetes Order II. Incertae sedis","Rhodothermaceae",NA,NA
"277","1096778",0,2,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Chromatiales","Thioalkalispiraceae",NA,NA
"278","1156497",0,4,2,0,0,0,3,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae",NA,NA
"279","1570339",0,74,2,2,0,20,0,21,"Bacteria",NA,"Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae",NA,NA
"280","1643824",0,3,0,0,0,1,0,4,"Bacteria",NA,"Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae",NA,NA
"281","1706372",0,1,0,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"282","1759442",0,1,0,0,0,0,1,0,"Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae",NA,NA
"283","1775411",0,1,1,0,0,0,3,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae",NA,NA
"284","1804623",0,13,2,10,4,13,3,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Chenopodiaceae",NA,NA
"285","1843491",0,1,0,0,4,1,0,0,"Bacteria",NA,"Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae",NA,NA
"286","1890449",0,1,0,0,0,0,1,0,"Bacteria",NA,"Cyanobacteria",NA,"Chroococcales","Microcystaceae",NA,NA
"287","2005525",0,1,1,0,0,2,0,0,"Bacteria",NA,"Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae",NA,NA
"288","2008794",0,2,1,0,0,0,0,4,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Rhodocyclales","Zoogloeaceae",NA,NA
"289","137",0,0,1,0,0,0,2,0,"Bacteria",NA,"Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae",NA,NA
"290","809",0,0,1,0,0,1,0,0,"Bacteria",NA,"Chlamydiae","Chlamydiia","Chlamydiales","Chlamydiaceae",NA,NA
"291","815",0,0,2,0,0,3,0,4,"Bacteria",NA,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae",NA,NA
"292","1162",0,0,1,0,0,0,0,4,"Bacteria",NA,"Cyanobacteria",NA,"Nostocales","Nostocaceae",NA,NA
"293","2070",0,0,1,2,0,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae",NA,NA
"294","2159",0,0,1,0,0,1,0,0,"Archaea",NA,"Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae",NA,NA
"295","3683",0,0,1,0,0,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Passifloraceae",NA,NA
"296","4149",0,0,1,6,0,3,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Scrophulariaceae",NA,NA
"297","4305",0,0,2,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Celastrales","Celastraceae",NA,NA
"298","5023",0,0,1,0,0,0,0,4,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae",NA,NA
"299","5129",0,0,1,0,0,0,1,0,"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae",NA,NA
"300","5351",0,0,1,0,0,0,0,0,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae",NA,NA
"301","7600",0,0,1,0,1,1,1,8,"Eukaryota","Metazoa","Echinodermata","Asteroidea","Forcipulatida","Asteriidae",NA,NA
"302","21571",0,0,2,0,0,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Boraginales","Boraginaceae",NA,NA
"303","31979",0,0,1,0,2,3,1,0,"Bacteria",NA,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"304","36985",0,0,1,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Blattodea","Rhinotermitidae",NA,NA
"305","40424",0,0,1,0,0,0,0,0,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae",NA,NA
"306","42216",0,0,1,0,0,1,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Hamamelidaceae",NA,NA
"307","43682",0,0,1,0,0,0,2,0,"Viruses","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Ascoviridae",NA,NA
"308","51653",0,0,1,0,0,0,2,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Plutellidae",NA,NA
"309","54973",0,0,1,0,0,0,0,0,"Eukaryota","Metazoa","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae",NA,NA
"310","92712",0,0,2,0,0,0,2,0,"Bacteria",NA,"Chlamydiae","Chlamydiia","Parachlamydiales","Simkaniaceae",NA,NA
"311","115784",0,0,1,4,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae",NA,NA
"312","126387",0,0,1,0,0,1,1,4,"Eukaryota","Metazoa","Nematoda","Chromadorea","Strongylida","Haemonchidae",NA,NA
"313","145793",0,0,1,0,0,0,0,0,"Eukaryota","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Phakopsoraceae",NA,NA
"314","186804",0,0,2,0,0,1,0,0,"Bacteria",NA,"Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"315","267894",0,0,1,0,0,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Alteromonadales","Psychromonadaceae",NA,NA
"316","410830",0,0,9,0,0,3,2,0,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae",NA,NA
"317","425072",0,0,1,0,0,0,0,0,"Eukaryota",NA,NA,"Eustigmatophyceae","Eustigmatales","Monodopsidaceae",NA,NA
"318","1033978",0,0,1,0,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae",NA,NA
"319","1639119",0,0,1,6,1,2,2,0,"Eukaryota",NA,"Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae",NA,NA
"320","1644061",0,0,1,0,0,0,0,0,"Archaea",NA,"Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae",NA,NA
"321","1910893",0,0,1,0,0,0,0,0,"Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cuniculitremaceae",NA,NA
"322","2008793",0,0,1,2,0,0,0,0,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Nitrosomonadales","Sterolibacteriaceae",NA,NA
"323","2058185",0,0,1,0,0,1,0,0,"Eukaryota",NA,"Evosea","Eumycetozoa","Dictyosteliales","Dictyosteliaceae",NA,NA
"324","2682468",0,0,1,0,0,0,0,0,"Eukaryota","Viridiplantae","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae",NA,NA
"325","2731643",0,0,1,2,0,0,3,4,"Viruses",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae",NA,NA
"326","444",0,0,0,2,0,1,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae",NA,NA
"327","1046",0,0,0,2,2,0,0,0,"Bacteria",NA,"Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,NA
"328","2004",0,0,0,2,0,1,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae",NA,NA
"329","4004",0,0,0,6,1,1,2,8,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Linaceae",NA,NA
"330","4328",0,0,0,4,0,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Proteales","Proteaceae",NA,NA
"331","6647",0,0,0,2,0,0,0,0,"Eukaryota","Metazoa","Mollusca","Cephalopoda","Octopoda","Octopodidae",NA,NA
"332","7143",0,0,0,2,0,0,2,4,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Papilionidae",NA,NA
"333","7511",0,0,0,2,0,0,3,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Siphonaptera","Pulicidae",NA,NA
"334","16748",0,0,0,2,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Piperales","Saururaceae",NA,NA
"335","30078",0,0,0,2,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Cimicidae",NA,NA
"336","31181",0,0,0,2,0,0,2,0,"Eukaryota","Metazoa","Echinodermata","Echinoidea","Echinoida","Strongylocentrotidae",NA,NA
"337","32011",0,0,0,2,0,3,0,0,"Bacteria",NA,"Proteobacteria","Betaproteobacteria","Nitrosomonadales","Methylophilaceae",NA,NA
"338","36751",0,0,0,2,0,0,1,0,"Eukaryota","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"339","39987",0,0,0,2,0,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Thymelaeaceae",NA,NA
"340","40588",0,0,0,2,0,6,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Dipterocarpaceae",NA,NA
"341","42823",0,0,0,2,0,0,0,4,"Eukaryota","Metazoa","Cnidaria","Anthozoa","Actiniaria","Aiptasiidae",NA,NA
"342","45082",0,0,0,2,0,0,0,0,"Eukaryota","Metazoa","Acanthocephala","Palaeacanthocephala","Polymorphida","Centrorhynchidae",NA,NA
"343","46729",0,0,0,2,0,1,1,0,"Eukaryota","Metazoa","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae",NA,NA
"344","85028",0,0,0,2,0,0,0,0,"Bacteria",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Tsukamurellaceae",NA,NA
"345","118883",0,0,0,2,0,1,0,0,"Archaea",NA,"Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae",NA,NA
"346","128827",0,0,0,2,2,1,0,4,"Bacteria",NA,"Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"347","181550",0,0,0,2,0,1,0,0,"Eukaryota",NA,"Parabasalia",NA,"Trichomonadida","Trichomonadidae",NA,NA
"348","255475",0,0,0,2,0,0,0,0,"Bacteria",NA,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae",NA,NA
"349","301454",0,0,0,2,0,0,1,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Cleomaceae",NA,NA
"350","589343",0,0,0,2,0,0,0,4,"Eukaryota",NA,NA,"Cryptophyceae","Pyrenomonadales","Geminigeraceae",NA,NA
"351","675071",0,0,0,2,0,0,0,0,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae",NA,NA
"352","908827",0,0,0,2,0,0,0,0,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Punctulariaceae",NA,NA
"353","1525212",0,0,0,6,0,0,0,0,"Eukaryota","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae",NA,NA
"354","1756146",0,0,0,2,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Togniniales","Togniniaceae",NA,NA
"355","2092",0,0,0,0,0,3,0,0,"Bacteria",NA,"Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae",NA,NA
"356","3536",0,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae",NA,NA
"357","4740",0,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Commelinales","Commelinaceae",NA,NA
"358","5332",0,0,0,0,0,0,0,0,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Schizophyllaceae",NA,NA
"359","6243",0,0,0,0,1,1,4,0,"Eukaryota","Metazoa","Nematoda","Chromadorea","Rhabditida","Rhabditidae",NA,NA
"360","24966",0,0,0,0,1,1,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae",NA,NA
"361","25996",0,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Elaeagnaceae",NA,NA
"362","27439",0,0,0,0,1,1,0,4,"Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae",NA,NA
"363","27974",0,0,0,0,0,0,0,0,"Eukaryota","Fungi","Microsporidia",NA,NA,"Nosematidae",NA,NA
"364","32084",0,0,0,0,0,0,0,0,"Eukaryota","Viridiplantae","Streptophyta","Polypodiopsida","Polypodiales","Dennstaedtiaceae",NA,NA
"365","33362",0,0,0,0,2,0,2,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Delphacidae",NA,NA
"366","34374",0,0,0,0,0,0,1,0,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae",NA,NA
"367","34667",0,0,0,0,0,0,0,0,"Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Cerambycidae",NA,NA
"368","39724",0,0,0,0,0,0,0,0,"Viruses","Shotokuvirae","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae",NA,NA
"369","41873",0,0,0,0,0,0,4,4,"Eukaryota","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae",NA,NA
"370","45131",0,0,0,0,0,0,0,0,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae",NA,NA
